drug_name,excp_name,excp_drug_ratio,class
Econazole,rhodamine_B,1,0
Econazole,moxifloxacin,1,0
Econazole,ciprofloxacin,1,0
Econazole,certirizine,1,0
Econazole,budesonide,1,1
Econazole,etidronic_acid,1,0
Econazole,emtricitabine,1,0
Econazole,metoprolol(+)-tartrate,1,1
Econazole,phenytoin,1,0
Econazole,propranolol_hydrochloride,1,0
Econazole,captan,1,0
Econazole,neotame,1,1
Econazole,alendronate_sodium,1,0
Econazole,piroxicam,1,0
Econazole,desipramine_hydrochloride,1,0
Econazole,nadolol,1,0
Econazole,omeprazole,1,1
Econazole,labetalol_hydrochloride,1,0
Econazole,prednisone,1,0
Econazole,risperidone,1,0
Econazole,fluconazole,1,0
Econazole,methotrexate_hydrate,1,1
Econazole,tenofovir_alafenamide,1,1
Econazole,carbamazepine,1,0
Chlorpromazine_Hcl,caffeine,1,0
Chlorpromazine_Hcl,succinic_acid,1,0
Chlorpromazine_Hcl,octyl_gallate,1,0
Chlorpromazine_Hcl,DL-malic_acid,1,0
Chlorpromazine_Hcl,adipic_acid,1,0
Chlorpromazine_Hcl,Triazabicyclodecene,1,0
Chlorpromazine_Hcl,DBU,1,0
Chlorpromazine_Hcl,L-asparagine,1,0
Chlorpromazine_Hcl,theobromine,1,0
Chlorpromazine_Hcl,"3,3'-thiodipropionic_acid",1,0
Chlorpromazine_Hcl,theophylline,1,0
Chlorpromazine_Hcl,borneol,1,0
Chlorpromazine_Hcl,cinnamaldehyde,1,0
Chlorpromazine_Hcl,aspartame,1,0
Chlorpromazine_Hcl,squalene,1,0
Chlorpromazine_Hcl,benzaldehyde,1,0
Chlorpromazine_Hcl,sodium_deoxycholate,1,0
Chlorpromazine_Hcl,cholic_acid,1,0
Chlorpromazine_Hcl,glycocholic_acid,1,1
Chlorpromazine_Hcl,sucrose_octaacetate,1,0
Chlorpromazine_Hcl,trans_anethole,1,0
Chlorpromazine_Hcl,indomethacin,1,0
Chlorpromazine_Hcl,terpinyl_butyrate,1,1
Chlorpromazine_Hcl,hydrocortisone,1,0
Chlorpromazine_Hcl,candesartan_cilexetil,1,1
Chlorpromazine_Hcl,neohesperidin_DC,1,0
Chlorpromazine_Hcl,ursodiol,1,0
Chlorpromazine_Hcl,diclofenac,1,0
Chlorpromazine_Hcl,eucalyptol,1,0
Chlorpromazine_Hcl,beta_carotene,1,0
Chlorpromazine_Hcl,menthol,1,0
Chlorpromazine_Hcl,alpha-terpineol,1,0
Chlorpromazine_Hcl,fenchyl_alcohol,1,0
Chlorpromazine_Hcl,biotin,1,0
Chlorpromazine_Hcl,xylitol,1,0
Chlorpromazine_Hcl,trans-cinnamic_acid,1,0
Chlorpromazine_Hcl,thimerosal,1,0
Chlorpromazine_Hcl,tyramine,1,0
Chlorpromazine_Hcl,fumaric_acid,1,0
Chlorpromazine_Hcl,congo_red,1,1
Chlorpromazine_Hcl,vanillin,1,0
Chlorpromazine_Hcl,saccharin,1,0
Chlorpromazine_Hcl,allantoin,1,0
Chlorpromazine_Hcl,vitamin_A_palmitate,1,0
Chlorpromazine_Hcl,acetylcholine_chloride,1,0
Chlorpromazine_Hcl,dibutyl_phthalate,1,0
Chlorpromazine_Hcl,trometamol,1,0
Chlorpromazine_Hcl,benzoyl_peroxide,1,0
Chlorpromazine_Hcl,triethyl_citrate,1,0
Chlorpromazine_Hcl,triacetin,1,0
Chlorpromazine_Hcl,glycerol,1,0
Chlorpromazine_Hcl,propylene_glycol,1,0
Chlorpromazine_Hcl,mebendazole,1,0
Chlorpromazine_Hcl,L-proline,1,0
Chlorpromazine_Hcl,L-lysine,1,0
Chlorpromazine_Hcl,L-ascorbic_acid,1,0
Chlorpromazine_Hcl,stearic_acid,1,0
Chlorpromazine_Hcl,(R)-(+)-Limonene,1,0
Chlorpromazine_Hcl,meglumine,1,0
Chlorpromazine_Hcl,hydrochlorothiazide,1,0
Chlorpromazine_Hcl,ketoprofen,1,0
Chlorpromazine_Hcl,memantine_hydrochloride,1,0
Chlorpromazine_Hcl,naproxen_sodium,1,0
Chlorpromazine_Hcl,D-sorbitol,1,0
Chlorpromazine_Hcl,tannic_acid,1,1
Chlorpromazine_Hcl,rhodamine_B,1,0
Chlorpromazine_Hcl,moxifloxacin,1,0
Chlorpromazine_Hcl,ciprofloxacin,1,0
Chlorpromazine_Hcl,certirizine,1,0
Chlorpromazine_Hcl,budesonide,1,0
Chlorpromazine_Hcl,etidronic_acid,1,0
Chlorpromazine_Hcl,emtricitabine,1,0
Chlorpromazine_Hcl,metoprolol(+)-tartrate,1,0
Chlorpromazine_Hcl,phenytoin,1,0
Chlorpromazine_Hcl,propranolol_hydrochloride,1,0
Chlorpromazine_Hcl,captan,1,0
Chlorpromazine_Hcl,neotame,1,0
Chlorpromazine_Hcl,alendronate_sodium,1,0
Chlorpromazine_Hcl,piroxicam,1,0
Chlorpromazine_Hcl,desipramine_hydrochloride,1,0
Chlorpromazine_Hcl,nadolol,1,0
Chlorpromazine_Hcl,omeprazole,1,0
Chlorpromazine_Hcl,labetalol_hydrochloride,1,0
Chlorpromazine_Hcl,prednisone,1,0
Chlorpromazine_Hcl,risperidone,1,0
Chlorpromazine_Hcl,fluconazole,1,0
Chlorpromazine_Hcl,methotrexate_hydrate,1,0
Chlorpromazine_Hcl,tenofovir_alafenamide,1,0
Chlorpromazine_Hcl,carbamazepine,1,0
Taxol,caffeine,1,0
Taxol,succinic_acid,1,0
Taxol,DL-malic_acid,1,0
Taxol,adipic_acid,1,0
Taxol,Triazabicyclodecene,1,0
Taxol,DBU,1,0
Taxol,L-asparagine,1,0
Taxol,theobromine,1,0
Taxol,"3,3'-thiodipropionic_acid",1,0
Taxol,theophylline,1,0
Taxol,borneol,1,0
Taxol,cinnamaldehyde,1,0
Taxol,aspartame,1,0
Taxol,squalene,1,0
Taxol,benzaldehyde,1,0
Taxol,sodium_deoxycholate,1,0
Taxol,sucrose_octaacetate,1,0
Taxol,trans_anethole,1,0
Taxol,terpinyl_butyrate,1,0
Taxol,hydrocortisone,1,0
Taxol,neohesperidin_DC,1,0
Taxol,diclofenac,1,0
Taxol,eucalyptol,1,0
Taxol,beta_carotene,1,0
Taxol,menthol,1,0
Taxol,alpha-terpineol,1,0
Taxol,fenchyl_alcohol,1,0
Taxol,biotin,1,0
Taxol,xylitol,1,0
Taxol,trans-cinnamic_acid,1,0
Taxol,thimerosal,1,0
Taxol,tyramine,1,0
Taxol,fumaric_acid,1,0
Taxol,vanillin,1,0
Taxol,saccharin,1,0
Taxol,allantoin,1,0
Taxol,vitamin_A_palmitate,1,0
Taxol,acetylcholine_chloride,1,0
Taxol,dibutyl_phthalate,1,0
Taxol,trometamol,1,0
Taxol,benzoyl_peroxide,1,0
Taxol,triethyl_citrate,1,0
Taxol,triacetin,1,0
Taxol,glycerol,1,0
Taxol,propylene_glycol,1,0
Taxol,mebendazole,1,0
Taxol,L-proline,1,0
Taxol,L-lysine,1,0
Taxol,L-ascorbic_acid,1,0
Taxol,stearic_acid,1,0
Taxol,(R)-(+)-Limonene,1,0
Taxol,meglumine,1,0
Taxol,hydrochlorothiazide,1,0
Taxol,ketoprofen,1,0
Taxol,memantine_hydrochloride,1,0
Taxol,naproxen_sodium,1,0
Taxol,D-sorbitol,1,0
Taxol,rhodamine_B,1,0
Taxol,moxifloxacin,1,0
Taxol,ciprofloxacin,1,0
Taxol,certirizine,1,0
Taxol,etidronic_acid,1,0
Taxol,emtricitabine,1,0
Taxol,metoprolol(+)-tartrate,1,0
Taxol,phenytoin,1,0
Taxol,propranolol_hydrochloride,1,0
Taxol,captan,1,0
Taxol,alendronate_sodium,1,0
Taxol,piroxicam,1,0
Taxol,desipramine_hydrochloride,1,0
Taxol,nadolol,1,0
Taxol,omeprazole,1,0
Taxol,labetalol_hydrochloride,1,0
Taxol,risperidone,1,0
Taxol,fluconazole,1,0
Taxol,methotrexate_hydrate,1,0
Taxol,tenofovir_alafenamide,1,0
Taxol,carbamazepine,1,0
Physcion,caffeine,1,0
Physcion,succinic_acid,1,0
Physcion,octyl_gallate,1,0
Physcion,DL-malic_acid,1,0
Physcion,adipic_acid,1,0
Physcion,Triazabicyclodecene,1,0
Physcion,DBU,1,0
Physcion,L-asparagine,1,0
Physcion,theobromine,1,0
Physcion,"3,3'-thiodipropionic_acid",1,0
Physcion,theophylline,1,0
Physcion,borneol,1,0
Physcion,cinnamaldehyde,1,0
Physcion,aspartame,1,0
Physcion,squalene,1,0
Physcion,benzaldehyde,1,0
Physcion,sodium_deoxycholate,1,0
Physcion,cholic_acid,1,0
Physcion,glycocholic_acid,1,0
Physcion,sucrose_octaacetate,1,0
Physcion,trans_anethole,1,0
Physcion,indomethacin,1,1
Physcion,terpinyl_butyrate,1,0
Physcion,hydrocortisone,1,0
Physcion,candesartan_cilexetil,1,0
Physcion,neohesperidin_DC,1,0
Physcion,ursodiol,1,0
Physcion,diclofenac,1,0
Physcion,eucalyptol,1,0
Physcion,beta_carotene,1,1
Physcion,menthol,1,0
Physcion,alpha-terpineol,1,0
Physcion,fenchyl_alcohol,1,0
Physcion,biotin,1,0
Physcion,xylitol,1,0
Physcion,trans-cinnamic_acid,1,0
Physcion,thimerosal,1,0
Physcion,tyramine,1,0
Physcion,fumaric_acid,1,0
Physcion,congo_red,1,0
Physcion,vanillin,1,0
Physcion,saccharin,1,0
Physcion,allantoin,1,0
Physcion,vitamin_A_palmitate,1,0
Physcion,acetylcholine_chloride,1,0
Physcion,dibutyl_phthalate,1,0
Physcion,trometamol,1,0
Physcion,benzoyl_peroxide,1,0
Physcion,triethyl_citrate,1,0
Physcion,triacetin,1,0
Physcion,glycerol,1,0
Physcion,propylene_glycol,1,0
Physcion,mebendazole,1,0
Physcion,L-proline,1,0
Physcion,L-lysine,1,0
Physcion,L-ascorbic_acid,1,0
Physcion,stearic_acid,1,0
Physcion,(R)-(+)-Limonene,1,0
Physcion,meglumine,1,0
Physcion,hydrochlorothiazide,1,0
Physcion,ketoprofen,1,0
Physcion,memantine_hydrochloride,1,0
Physcion,naproxen_sodium,1,0
Physcion,D-sorbitol,1,0
Physcion,tannic_acid,1,0
Physcion,rhodamine_B,1,0
Physcion,moxifloxacin,1,0
Physcion,ciprofloxacin,1,0
Physcion,certirizine,1,0
Physcion,budesonide,1,0
Physcion,etidronic_acid,1,0
Physcion,emtricitabine,1,0
Physcion,metoprolol(+)-tartrate,1,0
Physcion,phenytoin,1,0
Physcion,propranolol_hydrochloride,1,0
Physcion,captan,1,0
Physcion,neotame,1,0
Physcion,alendronate_sodium,1,0
Physcion,piroxicam,1,0
Physcion,desipramine_hydrochloride,1,0
Physcion,nadolol,1,0
Physcion,omeprazole,1,0
Physcion,labetalol_hydrochloride,1,0
Physcion,prednisone,1,0
Physcion,risperidone,1,0
Physcion,fluconazole,1,0
Physcion,methotrexate_hydrate,1,0
Physcion,tenofovir_alafenamide,1,0
Physcion,carbamazepine,1,0
Curcumine,caffeine,1,0
Curcumine,succinic_acid,1,0
Curcumine,octyl_gallate,1,0
Curcumine,DL-malic_acid,1,0
Curcumine,adipic_acid,1,0
Curcumine,Triazabicyclodecene,1,0
Curcumine,DBU,1,0
Curcumine,L-asparagine,1,0
Curcumine,theobromine,1,0
Curcumine,"3,3'-thiodipropionic_acid",1,0
Curcumine,theophylline,1,0
Curcumine,borneol,1,0
Curcumine,cinnamaldehyde,1,0
Curcumine,aspartame,1,0
Curcumine,squalene,1,0
Curcumine,benzaldehyde,1,0
Curcumine,sodium_deoxycholate,1,0
Curcumine,cholic_acid,1,0
Curcumine,glycocholic_acid,1,0
Curcumine,sucrose_octaacetate,1,0
Curcumine,trans_anethole,1,0
Curcumine,indomethacin,1,0
Curcumine,terpinyl_butyrate,1,0
Curcumine,hydrocortisone,1,0
Curcumine,candesartan_cilexetil,1,1
Curcumine,neohesperidin_DC,1,0
Curcumine,ursodiol,1,0
Curcumine,diclofenac,1,0
Curcumine,eucalyptol,1,0
Curcumine,beta_carotene,1,0
Curcumine,menthol,1,0
Curcumine,alpha-terpineol,1,0
Curcumine,fenchyl_alcohol,1,0
Curcumine,biotin,1,0
Curcumine,xylitol,1,0
Curcumine,trans-cinnamic_acid,1,1
Curcumine,thimerosal,1,0
Curcumine,tyramine,1,0
Curcumine,fumaric_acid,1,0
Curcumine,congo_red,1,0
Curcumine,vanillin,1,0
Curcumine,saccharin,1,0
Curcumine,allantoin,1,0
Curcumine,vitamin_A_palmitate,1,0
Curcumine,acetylcholine_chloride,1,0
Curcumine,dibutyl_phthalate,1,0
Curcumine,trometamol,1,0
Curcumine,benzoyl_peroxide,1,0
Curcumine,triethyl_citrate,1,0
Curcumine,triacetin,1,0
Curcumine,glycerol,1,0
Curcumine,propylene_glycol,1,0
Curcumine,mebendazole,1,0
Curcumine,L-proline,1,0
Curcumine,L-lysine,1,0
Curcumine,L-ascorbic_acid,1,0
Curcumine,stearic_acid,1,0
Curcumine,(R)-(+)-Limonene,1,0
Curcumine,meglumine,1,0
Curcumine,hydrochlorothiazide,1,0
Curcumine,ketoprofen,1,0
Curcumine,memantine_hydrochloride,1,0
Curcumine,naproxen_sodium,1,0
Curcumine,D-sorbitol,1,0
Curcumine,tannic_acid,1,0
Curcumine,rhodamine_B,1,0
Curcumine,moxifloxacin,1,0
Curcumine,ciprofloxacin,1,0
Curcumine,certirizine,1,0
Curcumine,budesonide,1,0
Curcumine,etidronic_acid,1,0
Curcumine,emtricitabine,1,0
Curcumine,metoprolol(+)-tartrate,1,0
Curcumine,phenytoin,1,0
Curcumine,propranolol_hydrochloride,1,0
Curcumine,captan,1,0
Curcumine,neotame,1,0
Curcumine,alendronate_sodium,1,0
Curcumine,piroxicam,1,0
Curcumine,desipramine_hydrochloride,1,0
Curcumine,nadolol,1,0
Curcumine,omeprazole,1,0
Curcumine,labetalol_hydrochloride,1,0
Curcumine,prednisone,1,0
Curcumine,risperidone,1,0
Curcumine,fluconazole,1,0
Curcumine,methotrexate_hydrate,1,0
Curcumine,tenofovir_alafenamide,1,0
Curcumine,carbamazepine,1,0
Etravirine,caffeine,1,0
Etravirine,succinic_acid,1,0
Etravirine,octyl_gallate,1,0
Etravirine,DL-malic_acid,1,0
Etravirine,adipic_acid,1,0
Etravirine,Triazabicyclodecene,1,0
Etravirine,DBU,1,0
Etravirine,L-asparagine,1,0
Etravirine,theobromine,1,0
Etravirine,"3,3'-thiodipropionic_acid",1,0
Etravirine,theophylline,1,0
Etravirine,borneol,1,0
Etravirine,cinnamaldehyde,1,0
Etravirine,aspartame,1,0
Etravirine,squalene,1,0
Etravirine,benzaldehyde,1,0
Etravirine,sodium_deoxycholate,1,0
Etravirine,cholic_acid,1,0
Etravirine,glycocholic_acid,1,0
Etravirine,sucrose_octaacetate,1,0
Etravirine,trans_anethole,1,0
Etravirine,indomethacin,1,1
Etravirine,terpinyl_butyrate,1,0
Etravirine,hydrocortisone,1,0
Etravirine,candesartan_cilexetil,1,1
Etravirine,neohesperidin_DC,1,0
Etravirine,ursodiol,1,0
Etravirine,diclofenac,1,0
Etravirine,eucalyptol,1,0
Etravirine,beta_carotene,1,1
Etravirine,menthol,1,0
Etravirine,alpha-terpineol,1,0
Etravirine,fenchyl_alcohol,1,0
Etravirine,biotin,1,0
Etravirine,xylitol,1,0
Etravirine,trans-cinnamic_acid,1,0
Etravirine,thimerosal,1,0
Etravirine,tyramine,1,0
Etravirine,fumaric_acid,1,0
Etravirine,congo_red,1,0
Etravirine,vanillin,1,0
Etravirine,saccharin,1,0
Etravirine,allantoin,1,0
Etravirine,vitamin_A_palmitate,1,0
Etravirine,acetylcholine_chloride,1,0
Etravirine,dibutyl_phthalate,1,0
Etravirine,trometamol,1,0
Etravirine,benzoyl_peroxide,1,0
Etravirine,triethyl_citrate,1,0
Etravirine,triacetin,1,0
Etravirine,glycerol,1,0
Etravirine,propylene_glycol,1,0
Etravirine,mebendazole,1,0
Etravirine,L-proline,1,0
Etravirine,L-lysine,1,0
Etravirine,L-ascorbic_acid,1,0
Etravirine,stearic_acid,1,0
Etravirine,(R)-(+)-Limonene,1,0
Etravirine,meglumine,1,0
Etravirine,hydrochlorothiazide,1,0
Etravirine,ketoprofen,1,0
Etravirine,memantine_hydrochloride,1,0
Etravirine,naproxen_sodium,1,0
Etravirine,D-sorbitol,1,0
Etravirine,tannic_acid,1,0
Etravirine,rhodamine_B,1,0
Etravirine,moxifloxacin,1,0
Etravirine,ciprofloxacin,1,0
Etravirine,certirizine,1,0
Etravirine,budesonide,1,1
Etravirine,etidronic_acid,1,0
Etravirine,emtricitabine,1,0
Etravirine,metoprolol(+)-tartrate,1,0
Etravirine,phenytoin,1,0
Etravirine,propranolol_hydrochloride,1,0
Etravirine,captan,1,0
Etravirine,neotame,1,0
Etravirine,alendronate_sodium,1,0
Etravirine,piroxicam,1,0
Etravirine,desipramine_hydrochloride,1,0
Etravirine,nadolol,1,0
Etravirine,omeprazole,1,0
Etravirine,labetalol_hydrochloride,1,0
Etravirine,prednisone,1,0
Etravirine,risperidone,1,0
Etravirine,fluconazole,1,0
Etravirine,methotrexate_hydrate,1,0
Etravirine,tenofovir_alafenamide,1,0
Etravirine,carbamazepine,1,1
Clofazimine,caffeine,1,0
Clofazimine,succinic_acid,1,0
Clofazimine,octyl_gallate,1,0
Clofazimine,DL-malic_acid,1,0
Clofazimine,adipic_acid,1,0
Clofazimine,Triazabicyclodecene,1,0
Clofazimine,DBU,1,0
Clofazimine,L-asparagine,1,0
Clofazimine,theobromine,1,0
Clofazimine,"3,3'-thiodipropionic_acid",1,0
Clofazimine,theophylline,1,0
Clofazimine,borneol,1,0
Clofazimine,cinnamaldehyde,1,0
Clofazimine,aspartame,1,0
Clofazimine,squalene,1,0
Clofazimine,benzaldehyde,1,0
Clofazimine,sodium_deoxycholate,1,0
Clofazimine,cholic_acid,1,0
Clofazimine,glycocholic_acid,1,0
Clofazimine,sucrose_octaacetate,1,0
Clofazimine,trans_anethole,1,0
Clofazimine,indomethacin,1,1
Clofazimine,terpinyl_butyrate,1,0
Clofazimine,hydrocortisone,1,0
Clofazimine,candesartan_cilexetil,1,1
Clofazimine,neohesperidin_DC,1,0
Clofazimine,ursodiol,1,0
Clofazimine,diclofenac,1,0
Clofazimine,eucalyptol,1,0
Clofazimine,beta_carotene,1,0
Clofazimine,menthol,1,0
Clofazimine,alpha-terpineol,1,0
Clofazimine,fenchyl_alcohol,1,0
Clofazimine,biotin,1,0
Clofazimine,xylitol,1,0
Clofazimine,trans-cinnamic_acid,1,0
Clofazimine,thimerosal,1,0
Clofazimine,tyramine,1,0
Clofazimine,fumaric_acid,1,0
Clofazimine,congo_red,1,0
Clofazimine,vanillin,1,0
Clofazimine,saccharin,1,0
Clofazimine,allantoin,1,0
Clofazimine,vitamin_A_palmitate,1,0
Clofazimine,acetylcholine_chloride,1,0
Clofazimine,dibutyl_phthalate,1,0
Clofazimine,trometamol,1,0
Clofazimine,benzoyl_peroxide,1,0
Clofazimine,triethyl_citrate,1,0
Clofazimine,triacetin,1,0
Clofazimine,glycerol,1,0
Clofazimine,propylene_glycol,1,0
Clofazimine,mebendazole,1,1
Clofazimine,L-proline,1,0
Clofazimine,L-lysine,1,0
Clofazimine,L-ascorbic_acid,1,0
Clofazimine,stearic_acid,1,0
Clofazimine,(R)-(+)-Limonene,1,0
Clofazimine,meglumine,1,0
Clofazimine,hydrochlorothiazide,1,0
Clofazimine,ketoprofen,1,0
Clofazimine,memantine_hydrochloride,1,0
Clofazimine,naproxen_sodium,1,0
Clofazimine,D-sorbitol,1,0
Clofazimine,tannic_acid,1,0
Clofazimine,rhodamine_B,1,0
Clofazimine,moxifloxacin,1,0
Clofazimine,ciprofloxacin,1,0
Clofazimine,certirizine,1,0
Clofazimine,budesonide,1,0
Clofazimine,etidronic_acid,1,0
Clofazimine,emtricitabine,1,0
Clofazimine,metoprolol(+)-tartrate,1,0
Clofazimine,phenytoin,1,0
Clofazimine,propranolol_hydrochloride,1,0
Clofazimine,captan,1,0
Clofazimine,neotame,1,0
Clofazimine,alendronate_sodium,1,0
Clofazimine,piroxicam,1,0
Clofazimine,desipramine_hydrochloride,1,0
Clofazimine,nadolol,1,0
Clofazimine,omeprazole,1,0
Clofazimine,labetalol_hydrochloride,1,0
Clofazimine,prednisone,1,0
Clofazimine,risperidone,1,0
Clofazimine,fluconazole,1,0
Clofazimine,methotrexate_hydrate,1,0
Clofazimine,tenofovir_alafenamide,1,0
Clofazimine,carbamazepine,1,0
Pranlukast,caffeine,1,0
Pranlukast,succinic_acid,1,0
Pranlukast,octyl_gallate,1,0
Pranlukast,DL-malic_acid,1,0
Pranlukast,adipic_acid,1,0
Pranlukast,Triazabicyclodecene,1,0
Pranlukast,DBU,1,0
Pranlukast,L-asparagine,1,0
Pranlukast,theobromine,1,0
Pranlukast,"3,3'-thiodipropionic_acid",1,0
Pranlukast,theophylline,1,0
Pranlukast,borneol,1,0
Pranlukast,cinnamaldehyde,1,0
Pranlukast,aspartame,1,0
Pranlukast,squalene,1,0
Pranlukast,benzaldehyde,1,0
Pranlukast,sodium_deoxycholate,1,0
Pranlukast,cholic_acid,1,0
Pranlukast,glycocholic_acid,1,0
Pranlukast,sucrose_octaacetate,1,0
Pranlukast,trans_anethole,1,0
Pranlukast,indomethacin,1,0
Pranlukast,terpinyl_butyrate,1,0
Pranlukast,hydrocortisone,1,0
Pranlukast,candesartan_cilexetil,1,0
Pranlukast,neohesperidin_DC,1,0
Pranlukast,ursodiol,1,0
Pranlukast,diclofenac,1,0
Pranlukast,eucalyptol,1,0
Pranlukast,beta_carotene,1,0
Pranlukast,menthol,1,0
Pranlukast,alpha-terpineol,1,0
Pranlukast,fenchyl_alcohol,1,0
Pranlukast,biotin,1,0
Pranlukast,xylitol,1,0
Pranlukast,trans-cinnamic_acid,1,0
Pranlukast,thimerosal,1,0
Pranlukast,tyramine,1,0
Pranlukast,fumaric_acid,1,0
Pranlukast,congo_red,1,0
Pranlukast,vanillin,1,0
Pranlukast,saccharin,1,0
Pranlukast,allantoin,1,0
Pranlukast,vitamin_A_palmitate,1,0
Pranlukast,acetylcholine_chloride,1,0
Pranlukast,dibutyl_phthalate,1,0
Pranlukast,trometamol,1,0
Pranlukast,benzoyl_peroxide,1,0
Pranlukast,triethyl_citrate,1,0
Pranlukast,triacetin,1,0
Pranlukast,glycerol,1,0
Pranlukast,propylene_glycol,1,0
Pranlukast,mebendazole,1,0
Pranlukast,L-proline,1,0
Pranlukast,L-lysine,1,0
Pranlukast,L-ascorbic_acid,1,0
Pranlukast,stearic_acid,1,0
Pranlukast,(R)-(+)-Limonene,1,0
Pranlukast,meglumine,1,0
Pranlukast,hydrochlorothiazide,1,0
Pranlukast,ketoprofen,1,0
Pranlukast,memantine_hydrochloride,1,0
Pranlukast,naproxen_sodium,1,0
Pranlukast,D-sorbitol,1,0
Pranlukast,tannic_acid,1,0
Pranlukast,rhodamine_B,1,0
Pranlukast,moxifloxacin,1,0
Pranlukast,ciprofloxacin,1,0
Pranlukast,certirizine,1,0
Pranlukast,budesonide,1,0
Pranlukast,etidronic_acid,1,0
Pranlukast,emtricitabine,1,0
Pranlukast,metoprolol(+)-tartrate,1,0
Pranlukast,phenytoin,1,0
Pranlukast,propranolol_hydrochloride,1,0
Pranlukast,captan,1,0
Pranlukast,neotame,1,0
Pranlukast,alendronate_sodium,1,0
Pranlukast,piroxicam,1,0
Pranlukast,desipramine_hydrochloride,1,0
Pranlukast,nadolol,1,0
Pranlukast,omeprazole,1,0
Pranlukast,labetalol_hydrochloride,1,0
Pranlukast,prednisone,1,0
Pranlukast,risperidone,1,0
Pranlukast,fluconazole,1,0
Pranlukast,methotrexate_hydrate,1,0
Pranlukast,tenofovir_alafenamide,1,0
Pranlukast,carbamazepine,1,0
Erlotinib,IR783,1,0
Camptothecin,IR783,1,0
Sunitinib,IR783,1,0
Idelalisib,IR783,1,0
Taselisib,IR783,1,0
Selumetinib,IR783,1,0
Silvestrol,IR783,1,0
Lapatinib,IR783,1,0
Venetoclax,IR783,1,1
Docetaxel,IR783,1,1
Rapamycin,IR783,1,1
Taxol,IR783,1,1
Trametinib,IR783,1,1
Sorafenib,IR783,1,1
Enzalutamide,IR783,1,1
Fulvestrant,IR783,1,1
Avagacestat,IR783,1,1
Dutasteride,IR783,1,1
Regorafenib,IR783,1,1
RO4929097,IR783,1,1
TAK-632,IR783,1,1
Celecoxib,IR783,1,1
Dabrafenib,IR783,1,1
Valrubicin,IR783,1,1
Pluripotin,IR783,1,1
Nilotinib,IR783,1,1
Vemurafenib,IR783,1,1
Everolimus,IR783,1,1
Tanespimycin,IR783,1,1
BMS-777607,IR783,1,1
Glimepiride,IR783,1,1
Tacrolimus,IR783,1,1
ABT737,IR783,1,1
Glibenclamide,IR783,1,1
Avasimibe,IR783,1,1
Forskolin,IR783,1,0
Talazoparib,IR783,1,0
Ipatasertib,IR783,1,0
Luminespib,IR783,1,0
Apitolisib,IR783,1,0
Binimetinib,IR783,1,0
Pazopanib,IR783,1,0
Dactolisib,IR783,1,0
ZSTK474,IR783,1,0
MGCD-265,IR783,1,0
Valdecoxib,IR783,1,0
Panobinostat,IR783,1,0
Gefitinib,IR783,1,0
INK128,IR783,1,0
AZD-4547,IR783,1,0
Voxtalisib,IR783,1,0
Verapamil,IR783,1,0
Terbinafine,IR783,1,0
Ospemifene,IR783,1,0
Bithionol,IR783,1,0
Probucol,IR783,1,0
Cholesterol,IR783,1,0
Mubritinib,IR783,1,0
Pyrene,IR783,1,0
Tetraphenylethylene,IR783,1,0
Tazarotene,IR783,1,0
Cholecalciferol,IR783,1,0
Chlorotrianisene,congo_red,1,1
Iodophthalein,congo_red,1,1
Vemurafenib,congo_red,1,1
Chlorotrianisene,EvansBlue,1,1
Iodophthalein,EvansBlue,1,1
Vemurafenib,EvansBlue,1,1
Atovaquone,a tocopherol ,1,1
Nelfinavir,riboflavin,1,1
Danazol,tannic_acid,1,1
Celecoxib,indomethacin,1,1
Terbinafine,taurocholic acid,1,1
